Material,Series ID,Year,Month,Value
Commercial Structures,WPUIP231211,2022,5,155.051
Commercial Structures,WPUIP231211,2022,6,155.49
Commercial Structures,WPUIP231211,2022,7,153.991
Commercial Structures,WPUIP231211,2022,8,152.924
Commercial Structures,WPUIP231211,2022,9,152.506
Commercial Structures,WPUIP231211,2022,10,152.496
Commercial Structures,WPUIP231211,2022,11,151.978
Commercial Structures,WPUIP231211,2022,12,149.699
Commercial Structures,WPUIP231211,2023,1,151.44
Commercial Structures,WPUIP231211,2023,2,151.84
Commercial Structures,WPUIP231211,2023,3,152.397
Commercial Structures,WPUIP231211,2023,4,152.824
Commercial Structures,WPUIP231211,2023,5,151.514
Commercial Structures,WPUIP231211,2023,6,151.602
Commercial Structures,WPUIP231211,2023,7,151.724
Commercial Structures,WPUIP231211,2023,8,152.775
Commercial Structures,WPUIP231211,2023,9,153.063
Commercial Structures,WPUIP231211,2023,10,152.197
Commercial Structures,WPUIP231211,2023,11,152.234
Commercial Structures,WPUIP231211,2023,12,152.027
Commercial Structures,WPUIP231211,2024,1,153.07
Commercial Structures,WPUIP231211,2024,2,153.285
Commercial Structures,WPUIP231211,2024,3,152.842
Commercial Structures,WPUIP231211,2024,4,153.493
Commercial Structures,WPUIP231211,2024,5,152.857
Commercial Structures,WPUIP231211,2024,6,152.707
Commercial Structures,WPUIP231211,2024,7,152.91
Commercial Structures,WPUIP231211,2024,8,153.13
Commercial Structures,WPUIP231211,2024,9,152.453
Commercial Structures,WPUIP231211,2024,10,152.688
Commercial Structures,WPUIP231211,2024,11,152.446
Commercial Structures,WPUIP231211,2024,12,152.447
Commercial Structures,WPUIP231211,2025,1,153.925
Commercial Structures,WPUIP231211,2025,2,154.594
Commercial Structures,WPUIP231211,2025,3,156.188
Commercial Structures,WPUIP231211,2025,4,156.372
Commercial Structures,WPUIP231211,2025,5,156.924
Concrete Block and Brick,WPU1331,2020,1,272.5
Concrete Block and Brick,WPU1331,2020,2,273.6
Concrete Block and Brick,WPU1331,2020,3,273.8
Concrete Block and Brick,WPU1331,2020,4,275.7
Concrete Block and Brick,WPU1331,2020,5,277.2
Concrete Block and Brick,WPU1331,2020,6,277.9
Concrete Block and Brick,WPU1331,2020,7,279.6
Concrete Block and Brick,WPU1331,2020,8,280.1
Concrete Block and Brick,WPU1331,2020,9,280.5
Concrete Block and Brick,WPU1331,2020,10,280.4
Concrete Block and Brick,WPU1331,2020,11,280.1
Concrete Block and Brick,WPU1331,2020,12,280.5
Concrete Block and Brick,WPU1331,2021,1,281.7
Concrete Block and Brick,WPU1331,2021,2,283.1
Concrete Block and Brick,WPU1331,2021,3,285.2
Concrete Block and Brick,WPU1331,2021,4,287.4
Concrete Block and Brick,WPU1331,2021,5,288.4
Concrete Block and Brick,WPU1331,2021,6,289.3
Concrete Block and Brick,WPU1331,2021,7,291.149
Concrete Block and Brick,WPU1331,2021,8,292.277
Concrete Block and Brick,WPU1331,2021,9,292.43
Concrete Block and Brick,WPU1331,2021,10,292.529
Concrete Block and Brick,WPU1331,2021,11,295.132
Concrete Block and Brick,WPU1331,2021,12,294.676
Concrete Block and Brick,WPU1331,2022,1,305.898
Concrete Block and Brick,WPU1331,2022,2,311.24
Concrete Block and Brick,WPU1331,2022,3,314.522
Concrete Block and Brick,WPU1331,2022,4,319.738
Concrete Block and Brick,WPU1331,2022,5,320.093
Concrete Block and Brick,WPU1331,2022,6,321.772
Concrete Block and Brick,WPU1331,2022,7,328.635
Concrete Block and Brick,WPU1331,2022,8,329.539
Concrete Block and Brick,WPU1331,2022,9,333.992
Concrete Block and Brick,WPU1331,2022,10,334.77
Concrete Block and Brick,WPU1331,2022,11,334.703
Concrete Block and Brick,WPU1331,2022,12,335.217
Concrete Block and Brick,WPU1331,2023,1,353.043
Concrete Block and Brick,WPU1331,2023,2,354.227
Concrete Block and Brick,WPU1331,2023,3,355.333
Concrete Block and Brick,WPU1331,2023,4,358.738
Concrete Block and Brick,WPU1331,2023,5,358.836
Concrete Block and Brick,WPU1331,2023,6,359.057
Concrete Block and Brick,WPU1331,2023,7,359.399
Concrete Block and Brick,WPU1331,2023,8,361.159
Concrete Block and Brick,WPU1331,2023,9,359.949
Concrete Block and Brick,WPU1331,2023,10,363.999
Concrete Block and Brick,WPU1331,2023,11,365.199
Concrete Block and Brick,WPU1331,2023,12,370.739
Concrete Block and Brick,WPU1331,2024,1,374.352
Concrete Block and Brick,WPU1331,2024,2,377.413
Concrete Block and Brick,WPU1331,2024,3,379.326
Concrete Block and Brick,WPU1331,2024,4,381.002
Concrete Block and Brick,WPU1331,2024,5,381.072
Concrete Block and Brick,WPU1331,2024,6,382.055
Concrete Block and Brick,WPU1331,2024,7,381.681
Concrete Block and Brick,WPU1331,2024,8,382.276
Concrete Block and Brick,WPU1331,2024,9,382.152
Concrete Block and Brick,WPU1331,2024,10,382.789
Concrete Block and Brick,WPU1331,2024,11,382.789
Concrete Block and Brick,WPU1331,2024,12,382.898
Concrete Block and Brick,WPU1331,2025,1,391.371
Concrete Block and Brick,WPU1331,2025,2,391.575
Concrete Block and Brick,WPU1331,2025,3,393.347
Concrete Block and Brick,WPU1331,2025,4,394.254
Concrete Block and Brick,WPU1331,2025,5,394.254
Concrete Contractors,PCU23811X23811X,2020,1,137.4
Concrete Contractors,PCU23811X23811X,2020,2,137.6
Concrete Contractors,PCU23811X23811X,2020,3,137.7
Concrete Contractors,PCU23811X23811X,2020,4,138.3
Concrete Contractors,PCU23811X23811X,2020,5,138.1
Concrete Contractors,PCU23811X23811X,2020,6,137.8
Concrete Contractors,PCU23811X23811X,2020,7,137.4
Concrete Contractors,PCU23811X23811X,2020,8,137.3
Concrete Contractors,PCU23811X23811X,2020,9,137.3
Concrete Contractors,PCU23811X23811X,2020,10,137.2
Concrete Contractors,PCU23811X23811X,2020,11,138.2
Concrete Contractors,PCU23811X23811X,2020,12,138.0
Concrete Contractors,PCU23811X23811X,2021,1,138.7
Concrete Contractors,PCU23811X23811X,2021,2,139.3
Concrete Contractors,PCU23811X23811X,2021,3,139.5
Concrete Contractors,PCU23811X23811X,2021,4,140.7
Concrete Contractors,PCU23811X23811X,2021,5,142.2
Concrete Contractors,PCU23811X23811X,2021,6,143.2
Concrete Contractors,PCU23811X23811X,2021,7,145.242
Concrete Contractors,PCU23811X23811X,2021,8,145.219
Concrete Contractors,PCU23811X23811X,2021,9,145.919
Concrete Contractors,PCU23811X23811X,2021,10,161.555
Concrete Contractors,PCU23811X23811X,2021,11,161.652
Concrete Contractors,PCU23811X23811X,2021,12,161.966
Concrete Contractors,PCU23811X23811X,2022,1,164.437
Concrete Contractors,PCU23811X23811X,2022,2,164.836
Concrete Contractors,PCU23811X23811X,2022,3,165.315
Concrete Contractors,PCU23811X23811X,2022,4,170.67
Concrete Contractors,PCU23811X23811X,2022,5,171.308
Concrete Contractors,PCU23811X23811X,2022,6,172.966
Concrete Contractors,PCU23811X23811X,2022,7,175.232
Concrete Contractors,PCU23811X23811X,2022,8,176.497
Concrete Contractors,PCU23811X23811X,2022,9,176.902
Concrete Contractors,PCU23811X23811X,2022,10,178.739
Concrete Contractors,PCU23811X23811X,2022,11,178.886
Concrete Contractors,PCU23811X23811X,2022,12,179.582
Concrete Contractors,PCU23811X23811X,2023,1,178.472
Concrete Contractors,PCU23811X23811X,2023,2,178.625
Concrete Contractors,PCU23811X23811X,2023,3,178.706
Concrete Contractors,PCU23811X23811X,2023,4,177.962
Concrete Contractors,PCU23811X23811X,2023,5,177.664
Concrete Contractors,PCU23811X23811X,2023,6,177.942
Concrete Contractors,PCU23811X23811X,2023,7,173.114
Concrete Contractors,PCU23811X23811X,2023,8,173.207
Concrete Contractors,PCU23811X23811X,2023,9,173.229
Concrete Contractors,PCU23811X23811X,2023,10,175.564
Concrete Contractors,PCU23811X23811X,2023,11,175.65
Concrete Contractors,PCU23811X23811X,2023,12,175.946
Concrete Contractors,PCU23811X23811X,2024,1,177.268
Concrete Contractors,PCU23811X23811X,2024,2,176.921
Concrete Contractors,PCU23811X23811X,2024,3,177.272
Concrete Contractors,PCU23811X23811X,2024,4,178.483
Concrete Contractors,PCU23811X23811X,2024,5,178.699
Concrete Contractors,PCU23811X23811X,2024,6,178.908
Concrete Contractors,PCU23811X23811X,2024,7,179.253
Concrete Contractors,PCU23811X23811X,2024,8,179.066
Concrete Contractors,PCU23811X23811X,2024,9,179.04
Concrete Contractors,PCU23811X23811X,2024,10,180.74
Concrete Contractors,PCU23811X23811X,2024,11,180.741
Concrete Contractors,PCU23811X23811X,2024,12,180.687
Concrete Contractors,PCU23811X23811X,2025,1,181.016
Concrete Contractors,PCU23811X23811X,2025,2,181.25
Concrete Contractors,PCU23811X23811X,2025,3,181.341
Concrete Contractors,PCU23811X23811X,2025,4,182.071
Concrete Contractors,PCU23811X23811X,2025,5,182.234
Concrete Pipe,WPU1332,2020,1,252.7
Concrete Pipe,WPU1332,2020,2,241.5
Concrete Pipe,WPU1332,2020,3,248.5
Concrete Pipe,WPU1332,2020,4,250.3
Concrete Pipe,WPU1332,2020,5,248.8
Concrete Pipe,WPU1332,2020,6,246.4
Concrete Pipe,WPU1332,2020,7,253.1
Concrete Pipe,WPU1332,2020,8,250.1
Concrete Pipe,WPU1332,2020,9,252.3
Concrete Pipe,WPU1332,2020,10,249.7
Concrete Pipe,WPU1332,2020,11,247.6
Concrete Pipe,WPU1332,2020,12,248.8
Concrete Pipe,WPU1332,2021,1,252.3
Concrete Pipe,WPU1332,2021,2,248.9
Concrete Pipe,WPU1332,2021,3,249.4
Concrete Pipe,WPU1332,2021,4,252.9
Concrete Pipe,WPU1332,2021,5,253.2
Concrete Pipe,WPU1332,2021,6,253.2
Concrete Pipe,WPU1332,2021,7,258.772
Concrete Pipe,WPU1332,2021,8,261.443
Concrete Pipe,WPU1332,2021,9,263.444
Concrete Pipe,WPU1332,2021,10,272.716
Concrete Pipe,WPU1332,2021,11,274.819
Concrete Pipe,WPU1332,2021,12,285.959
Concrete Pipe,WPU1332,2022,1,285.898
Concrete Pipe,WPU1332,2022,2,289.209
Concrete Pipe,WPU1332,2022,3,300.061
Concrete Pipe,WPU1332,2022,4,301.361
Concrete Pipe,WPU1332,2022,5,300.119
Concrete Pipe,WPU1332,2022,6,308.316
Concrete Pipe,WPU1332,2022,7,312.818
Concrete Pipe,WPU1332,2022,8,315.947
Concrete Pipe,WPU1332,2022,9,324.671
Concrete Pipe,WPU1332,2022,10,326.224
Concrete Pipe,WPU1332,2022,11,332.572
Concrete Pipe,WPU1332,2022,12,342.896
Concrete Pipe,WPU1332,2023,1,348.002
Concrete Pipe,WPU1332,2023,2,357.082
Concrete Pipe,WPU1332,2023,3,344.862
Concrete Pipe,WPU1332,2023,4,347.406
Concrete Pipe,WPU1332,2023,5,348.86
Concrete Pipe,WPU1332,2023,6,354.768
Concrete Pipe,WPU1332,2023,7,351.161
Concrete Pipe,WPU1332,2023,8,344.461
Concrete Pipe,WPU1332,2023,9,354.265
Concrete Pipe,WPU1332,2023,10,356.025
Concrete Pipe,WPU1332,2023,11,358.904
Concrete Pipe,WPU1332,2023,12,361.667
Concrete Pipe,WPU1332,2024,1,370.665
Concrete Pipe,WPU1332,2024,2,370.665
Concrete Pipe,WPU1332,2024,3,370.665
Concrete Pipe,WPU1332,2024,4,368.615
Concrete Pipe,WPU1332,2024,5,369.294
Concrete Pipe,WPU1332,2024,6,360.436
Concrete Pipe,WPU1332,2024,7,366.081
Concrete Pipe,WPU1332,2024,8,380.404
Concrete Pipe,WPU1332,2024,9,380.823
Concrete Pipe,WPU1332,2024,10,385.149
Concrete Pipe,WPU1332,2024,11,379.801
Concrete Pipe,WPU1332,2024,12,390.812
Concrete Pipe,WPU1332,2025,1,399.741
Concrete Pipe,WPU1332,2025,2,404.832
Concrete Pipe,WPU1332,2025,3,397.38
Concrete Pipe,WPU1332,2025,4,397.916
Concrete Pipe,WPU1332,2025,5,397.425
Concrete Products,WPU133,2020,1,276.4
Concrete Products,WPU133,2020,2,277.3
Concrete Products,WPU133,2020,3,279.0
Concrete Products,WPU133,2020,4,279.9
Concrete Products,WPU133,2020,5,280.0
Concrete Products,WPU133,2020,6,279.4
Concrete Products,WPU133,2020,7,280.2
Concrete Products,WPU133,2020,8,279.1
Concrete Products,WPU133,2020,9,280.3
Concrete Products,WPU133,2020,10,280.0
Concrete Products,WPU133,2020,11,278.3
Concrete Products,WPU133,2020,12,279.6
Concrete Products,WPU133,2021,1,281.3
Concrete Products,WPU133,2021,2,283.6
Concrete Products,WPU133,2021,3,285.1
Concrete Products,WPU133,2021,4,289.4
Concrete Products,WPU133,2021,5,290.0
Concrete Products,WPU133,2021,6,290.5
Concrete Products,WPU133,2021,7,293.592
Concrete Products,WPU133,2021,8,297.547
Concrete Products,WPU133,2021,9,298.683
Concrete Products,WPU133,2021,10,299.251
Concrete Products,WPU133,2021,11,301.741
Concrete Products,WPU133,2021,12,303.522
Concrete Products,WPU133,2022,1,309.141
Concrete Products,WPU133,2022,2,313.051
Concrete Products,WPU133,2022,3,314.349
Concrete Products,WPU133,2022,4,320.351
Concrete Products,WPU133,2022,5,323.795
Concrete Products,WPU133,2022,6,328.17
Concrete Products,WPU133,2022,7,334.304
Concrete Products,WPU133,2022,8,338.2
Concrete Products,WPU133,2022,9,341.013
Concrete Products,WPU133,2022,10,342.553
Concrete Products,WPU133,2022,11,345.657
Concrete Products,WPU133,2022,12,348.523
Concrete Products,WPU133,2023,1,355.35
Concrete Products,WPU133,2023,2,357.168
Concrete Products,WPU133,2023,3,359.778
Concrete Products,WPU133,2023,4,361.828
Concrete Products,WPU133,2023,5,364.934
Concrete Products,WPU133,2023,6,364.753
Concrete Products,WPU133,2023,7,366.509
Concrete Products,WPU133,2023,8,369.412
Concrete Products,WPU133,2023,9,372.527
Concrete Products,WPU133,2023,10,373.283
Concrete Products,WPU133,2023,11,374.612
Concrete Products,WPU133,2023,12,372.594
Concrete Products,WPU133,2024,1,379.102
Concrete Products,WPU133,2024,2,382.29
Concrete Products,WPU133,2024,3,385.974
Concrete Products,WPU133,2024,4,384.502
Concrete Products,WPU133,2024,5,384.505
Concrete Products,WPU133,2024,6,383.037
Concrete Products,WPU133,2024,7,384.162
Concrete Products,WPU133,2024,8,386.629
Concrete Products,WPU133,2024,9,385.986
Concrete Products,WPU133,2024,10,386.441
Concrete Products,WPU133,2024,11,387.839
Concrete Products,WPU133,2024,12,387.378
Concrete Products,WPU133,2025,1,391.79
Concrete Products,WPU133,2025,2,392.073
Concrete Products,WPU133,2025,3,392.004
Concrete Products,WPU133,2025,4,393.146
Concrete Products,WPU133,2025,5,394.155
"Const, Mining & Forestry Machine and Equipment. Rental and Leasing",WPU443,2020,1,99.1
"Const, Mining & Forestry Machine and Equipment. Rental and Leasing",WPU443,2020,2,98.8
"Const, Mining & Forestry Machine and Equipment. Rental and Leasing",WPU443,2020,3,99.3
"Const, Mining & Forestry Machine and Equipment. Rental and Leasing",WPU443,2020,4,97.7
"Const, Mining & Forestry Machine and Equipment. Rental and Leasing",WPU443,2020,5,97.6
"Const, Mining & Forestry Machine and Equipment. Rental and Leasing",WPU443,2020,6,97.5
"Const, Mining & Forestry Machine and Equipment. Rental and Leasing",WPU443,2020,7,95.8
"Const, Mining & Forestry Machine and Equipment. Rental and Leasing",WPU443,2020,8,95.8
"Const, Mining & Forestry Machine and Equipment. Rental and Leasing",WPU443,2020,9,94.6
"Const, Mining & Forestry Machine and Equipment. Rental and Leasing",WPU443,2020,10,94.4
"Const, Mining & Forestry Machine and Equipment. Rental and Leasing",WPU443,2020,11,94.5
"Const, Mining & Forestry Machine and Equipment. Rental and Leasing",WPU443,2020,12,94.3
"Const, Mining & Forestry Machine and Equipment. Rental and Leasing",WPU443,2021,1,94.3
"Const, Mining & Forestry Machine and Equipment. Rental and Leasing",WPU443,2021,2,94.3
"Const, Mining & Forestry Machine and Equipment. Rental and Leasing",WPU443,2021,3,95.3
"Const, Mining & Forestry Machine and Equipment. Rental and Leasing",WPU443,2021,4,95.2
"Const, Mining & Forestry Machine and Equipment. Rental and Leasing",WPU443,2021,5,95.2
"Const, Mining & Forestry Machine and Equipment. Rental and Leasing",WPU443,2021,6,95.2
"Const, Mining & Forestry Machine and Equipment. Rental and Leasing",WPU443,2021,7,95.371
"Const, Mining & Forestry Machine and Equipment. Rental and Leasing",WPU443,2021,8,95.402
"Const, Mining & Forestry Machine and Equipment. Rental and Leasing",WPU443,2021,9,95.553
"Const, Mining & Forestry Machine and Equipment. Rental and Leasing",WPU443,2021,10,95.715
"Const, Mining & Forestry Machine and Equipment. Rental and Leasing",WPU443,2021,11,96.349
"Const, Mining & Forestry Machine and Equipment. Rental and Leasing",WPU443,2021,12,96.289
"Const, Mining & Forestry Machine and Equipment. Rental and Leasing",WPU443,2022,1,96.106
"Const, Mining & Forestry Machine and Equipment. Rental and Leasing",WPU443,2022,2,96.681
"Const, Mining & Forestry Machine and Equipment. Rental and Leasing",WPU443,2022,3,96.619
"Const, Mining & Forestry Machine and Equipment. Rental and Leasing",WPU443,2022,4,96.732
"Const, Mining & Forestry Machine and Equipment. Rental and Leasing",WPU443,2022,5,98.379
"Const, Mining & Forestry Machine and Equipment. Rental and Leasing",WPU443,2022,6,99.89
"Const, Mining & Forestry Machine and Equipment. Rental and Leasing",WPU443,2022,7,99.601
"Const, Mining & Forestry Machine and Equipment. Rental and Leasing",WPU443,2022,8,102.54
"Const, Mining & Forestry Machine and Equipment. Rental and Leasing",WPU443,2022,9,102.54
"Const, Mining & Forestry Machine and Equipment. Rental and Leasing",WPU443,2022,10,102.547
"Const, Mining & Forestry Machine and Equipment. Rental and Leasing",WPU443,2022,11,102.607
"Const, Mining & Forestry Machine and Equipment. Rental and Leasing",WPU443,2022,12,104.085
"Const, Mining & Forestry Machine and Equipment. Rental and Leasing",WPU443,2023,1,105.523
"Const, Mining & Forestry Machine and Equipment. Rental and Leasing",WPU443,2023,2,105.532
"Const, Mining & Forestry Machine and Equipment. Rental and Leasing",WPU443,2023,3,105.462
"Const, Mining & Forestry Machine and Equipment. Rental and Leasing",WPU443,2023,4,105.707
"Const, Mining & Forestry Machine and Equipment. Rental and Leasing",WPU443,2023,5,105.911
"Const, Mining & Forestry Machine and Equipment. Rental and Leasing",WPU443,2023,6,105.722
"Const, Mining & Forestry Machine and Equipment. Rental and Leasing",WPU443,2023,7,105.845
"Const, Mining & Forestry Machine and Equipment. Rental and Leasing",WPU443,2023,8,104.757
"Const, Mining & Forestry Machine and Equipment. Rental and Leasing",WPU443,2023,9,105.144
"Const, Mining & Forestry Machine and Equipment. Rental and Leasing",WPU443,2023,10,105.353
"Const, Mining & Forestry Machine and Equipment. Rental and Leasing",WPU443,2023,11,105.122
"Const, Mining & Forestry Machine and Equipment. Rental and Leasing",WPU443,2023,12,105.326
"Const, Mining & Forestry Machine and Equipment. Rental and Leasing",WPU443,2024,1,105.393
"Const, Mining & Forestry Machine and Equipment. Rental and Leasing",WPU443,2024,2,104.475
"Const, Mining & Forestry Machine and Equipment. Rental and Leasing",WPU443,2024,3,105.98
"Const, Mining & Forestry Machine and Equipment. Rental and Leasing",WPU443,2024,4,105.784
"Const, Mining & Forestry Machine and Equipment. Rental and Leasing",WPU443,2024,5,105.096
"Const, Mining & Forestry Machine and Equipment. Rental and Leasing",WPU443,2024,6,105.738
"Const, Mining & Forestry Machine and Equipment. Rental and Leasing",WPU443,2024,7,105.44
"Const, Mining & Forestry Machine and Equipment. Rental and Leasing",WPU443,2024,8,105.837
"Const, Mining & Forestry Machine and Equipment. Rental and Leasing",WPU443,2024,9,105.972
"Const, Mining & Forestry Machine and Equipment. Rental and Leasing",WPU443,2024,10,105.788
"Const, Mining & Forestry Machine and Equipment. Rental and Leasing",WPU443,2024,11,105.853
"Const, Mining & Forestry Machine and Equipment. Rental and Leasing",WPU443,2024,12,105.542
"Const, Mining & Forestry Machine and Equipment. Rental and Leasing",WPU443,2025,1,105.49
"Const, Mining & Forestry Machine and Equipment. Rental and Leasing",WPU443,2025,2,105.446
"Const, Mining & Forestry Machine and Equipment. Rental and Leasing",WPU443,2025,3,105.121
"Const, Mining & Forestry Machine and Equipment. Rental and Leasing",WPU443,2025,4,105.771
"Const, Mining & Forestry Machine and Equipment. Rental and Leasing",WPU443,2025,5,105.558
Construction (Partial),WPU80,2020,1,124.6
Construction (Partial),WPU80,2020,2,124.7
Construction (Partial),WPU80,2020,3,124.3
Construction (Partial),WPU80,2020,4,124.8
Construction (Partial),WPU80,2020,5,124.8
Construction (Partial),WPU80,2020,6,124.7
Construction (Partial),WPU80,2020,7,125.2
Construction (Partial),WPU80,2020,8,125.0
Construction (Partial),WPU80,2020,9,124.9
Construction (Partial),WPU80,2020,10,124.8
Construction (Partial),WPU80,2020,11,124.9
Construction (Partial),WPU80,2020,12,125.0
Construction (Partial),WPU80,2021,1,125.3
Construction (Partial),WPU80,2021,2,125.4
Construction (Partial),WPU80,2021,3,125.8
Construction (Partial),WPU80,2021,4,127.5
Construction (Partial),WPU80,2021,5,128.3
Construction (Partial),WPU80,2021,6,128.9
Construction (Partial),WPU80,2021,7,130.98
Construction (Partial),WPU80,2021,8,131.866
Construction (Partial),WPU80,2021,9,132.501
Construction (Partial),WPU80,2021,10,138.791
Construction (Partial),WPU80,2021,11,139.328
Construction (Partial),WPU80,2021,12,139.511
Construction (Partial),WPU80,2022,1,143.875
Construction (Partial),WPU80,2022,2,144.841
Construction (Partial),WPU80,2022,3,145.904
Construction (Partial),WPU80,2022,4,150.352
Construction (Partial),WPU80,2022,5,151.404
Construction (Partial),WPU80,2022,6,152.369
Construction (Partial),WPU80,2022,7,157.965
Construction (Partial),WPU80,2022,8,158.179
